age;bmi;plz;secret
5;16.29;9125;0
93;21.1;3427;7
41;28.53;8935;2
16;25.91;2457;5
54;21.09;4523;3
47;13.51;9105;2
74;26.24;3732;5
39;18.11;2590;9
90;12.59;6627;1
17;16.74;5627;3
91;11.47;7727;5
95;15.49;8883;3
5;10.14;5312;2
34;12.2;3071;2
19;10.75;3511;4
29;27.12;6515;5
98;29.61;4111;7
59;20.8;5244;5
17;26.14;5265;10
32;27.15;3932;9
97;29.47;8561;2
13;16.31;1263;7
95;21.73;2123;8
23;14.95;2511;4
85;24.3;6705;8
27;29.93;4432;1
57;19.76;3947;8
77;19.63;6763;8
81;19.19;9258;2
55;15.29;7898;5
38;23.0;5002;4
43;17.21;7571;6
27;27.63;9929;4
13;30.57;5591;8
61;25.67;5054;3
9;23.28;5963;8
41;15.25;5407;10
81;13.16;1953;1
76;18.72;2369;9
63;14.28;9917;3
61;11.07;7506;5
34;18.32;5954;9
45;20.59;8125;7
93;24.21;8708;9
61;18.58;6967;8
29;29.5;4884;6
87;18.3;5737;1
83;28.11;1283;6
61;10.33;1425;2
19;22.57;3441;10
73;18.13;3585;2
58;21.76;2173;5
5;16.41;2035;8
39;21.74;6595;7
94;27.53;5660;6
16;14.32;2444;2
36;23.32;5256;3
2;10.4;4747;7
60;20.65;3616;3
10;28.15;7181;0
32;29.87;6294;8
71;22.63;1661;3
83;24.05;3733;6
17;11.5;1002;7
51;18.37;4712;2
50;26.69;8692;9
96;18.2;3288;9
60;10.46;8117;6
27;19.86;6692;4
40;10.04;9793;2
42;21.96;1843;10
18;22.76;8415;8
77;10.71;1463;4
16;24.51;9810;3
8;13.89;6933;6
82;26.81;2086;2
63;29.14;6385;1
78;12.9;8561;6
29;15.72;2673;7
6;28.58;2282;9
61;18.2;5200;2
12;15.74;4199;2
33;12.39;2771;7
98;10.8;5313;6
86;14.65;8929;1
28;12.51;3363;5
62;13.39;3450;3
13;25.87;5872;5
26;22.29;9948;4
11;16.98;6612;0
25;13.7;2784;8
80;23.21;7807;1
27;21.16;4710;7
51;17.03;9645;5
37;11.95;9944;10
35;30.26;7911;5
93;18.25;8630;9
75;21.62;6804;9
83;12.22;3848;8
86;25.92;2265;2
34;24.07;4638;8
69;15.22;1369;5
69;20.03;7726;3
81;20.7;1607;3
29;28.66;9880;2
1;19.3;9126;1
4;22.01;5100;9
16;18.16;6233;6
36;29.54;4087;7
26;19.45;5735;5
60;22.76;7662;9
39;15.25;7941;8
19;17.09;3105;7
1;20.45;2370;3
66;23.34;9574;7
94;30.86;5506;8
24;11.82;3078;10
77;29.98;2150;4
86;14.99;3668;0
70;26.19;2191;9
64;17.12;6801;3
3;23.26;3861;2
25;19.47;1068;7
76;21.43;7793;7
64;23.87;1723;3
2;25.42;3447;0
18;18.66;4709;10
30;20.27;4721;1
6;14.54;2117;2
72;27.74;6806;9
51;14.71;4276;9
79;25.65;8619;4
34;19.18;6909;9
44;21.55;4355;6
63;21.48;6050;9
16;10.36;3009;2
71;23.84;3664;2
68;13.13;1889;0
79;18.64;3161;4
44;20.9;4484;6
80;14.9;5238;8
70;30.23;4220;10
27;25.85;7758;4
31;26.19;1929;9
45;22.9;6584;5
17;25.54;1109;2
86;13.73;5582;2
11;25.55;8273;8
2;29.17;1220;3
65;23.76;4972;9
12;18.98;8454;8
80;27.47;4287;4
74;19.0;7859;4
13;18.79;9882;8
0;12.08;2171;9
33;14.7;3908;3
69;23.7;3701;8
38;30.31;2348;5
27;11.34;1311;5
95;11.17;2600;9
81;15.03;2878;1
42;15.59;1383;3
24;12.45;8455;6
2;30.12;2257;4
49;19.66;5564;9
68;24.7;6358;3
33;17.33;8308;2
71;19.14;9129;9
18;22.96;2247;3
39;21.89;1139;9
93;25.58;1238;1
12;22.41;9295;6
69;29.77;1658;3
62;13.41;1010;1
9;20.15;8726;5
41;24.85;7161;2
38;19.57;5857;1
56;30.51;2879;7
52;20.67;1222;3
35;13.46;5505;2
6;16.6;8989;9
45;19.83;5274;3
42;25.97;4908;0
72;14.54;3542;10
90;12.41;6191;2
70;30.02;3621;2
60;24.24;4884;3
33;12.15;8540;0
91;24.25;8162;2
73;11.76;1305;5
45;18.4;9249;7
80;10.47;2459;8
48;27.04;2895;0
1;18.9;5023;0
19;14.12;8604;9
89;19.3;3130;1
49;21.12;4065;5
74;23.17;8913;5
98;23.05;6457;6
76;15.53;8471;6
51;15.51;1585;8
73;24.87;7976;8
29;28.71;8041;10
62;16.82;8235;7
54;21.06;7811;10
6;29.2;9280;0
15;30.53;8045;3
39;26.05;4794;1
81;22.05;5916;1
80;24.56;9447;4
65;29.6;8754;1
73;25.19;2457;6
19;20.7;2921;6
51;15.43;5932;2
34;29.57;1091;9
7;28.84;5829;8
60;18.09;2889;4
92;15.36;1577;3
83;21.27;3084;1
6;19.16;4695;8
6;26.04;3771;3
26;10.38;6960;3
35;24.43;7231;9
96;24.54;3950;9
72;15.42;4422;9
82;29.58;9023;4
48;29.17;3279;0
47;16.65;4053;4
57;21.33;8272;9
20;18.22;9486;10
81;15.58;8915;5
49;14.18;8529;9
9;16.75;1157;8
72;27.82;2551;8
87;20.02;4865;6
37;25.99;8995;10
58;27.12;6814;3
59;19.87;4385;3
85;27.59;3905;10
2;11.98;6227;2
48;13.35;8528;9
15;28.57;3888;1
71;16.29;6278;3
56;19.33;8757;5
26;16.67;2451;1
95;21.14;1254;9
1;16.31;8028;7
80;21.45;4516;8
44;30.07;7071;7
90;12.14;3808;8
16;27.05;3737;4
27;16.33;8998;0
12;26.48;6344;4
18;22.35;1634;7
40;12.27;6178;1
14;16.65;5470;5
57;28.55;1990;9
31;18.74;8483;10
14;25.95;6371;7
54;26.14;6712;2
44;20.2;8443;7
94;13.98;1475;6
12;17.33;4562;3
91;12.84;8793;5
98;25.72;3969;1
79;20.92;7075;3
85;18.57;8594;2
72;15.56;3384;6
84;30.7;4432;5
32;19.75;4861;6
92;11.64;4206;1
19;16.22;8103;6
98;28.46;3236;7
55;11.12;4580;1
58;30.88;9730;8
36;29.46;2397;5
11;13.39;6913;2
65;18.84;3977;2
15;28.72;3705;9
22;21.04;7462;5
15;15.65;8879;10
63;10.63;2925;9
75;19.08;8894;7
21;22.55;8689;1
36;19.89;4846;9
74;20.41;6327;7
86;25.95;4222;1
64;11.92;4159;7
46;30.34;9402;5
13;20.66;2312;1
17;15.63;2111;2
61;11.24;3659;5
34;19.82;6238;1
14;17.33;1208;3
26;12.18;7739;8
87;13.38;9744;9
83;25.24;7548;9
77;20.77;4811;7
61;28.52;8697;7
3;20.88;3328;1
5;21.92;2081;4
88;29.24;9427;1
40;12.68;8563;4
85;18.69;1310;6
81;28.45;3357;6
59;14.45;2207;1
61;29.81;9884;4
87;17.18;1741;9
59;11.38;4540;8
31;24.71;9269;3
2;18.27;5069;10
99;28.95;1021;1
58;20.43;6478;2
2;17.03;2095;5
44;12.44;6693;9
57;10.93;6630;10
27;18.49;6392;5
21;16.86;8723;7
79;23.72;4707;5
35;13.35;4900;4
17;26.21;5738;7
6;27.81;2220;9
49;10.2;8065;1
91;20.9;5316;9
97;24.41;5715;9
23;17.02;2944;10
68;29.47;4252;3
6;21.8;3858;0
93;23.9;3950;1
89;28.43;3080;7
73;18.12;3232;8
59;21.07;4870;2
71;19.34;5825;9
46;14.78;5978;0
62;27.48;8301;2
8;29.71;6976;9
30;26.37;9980;7
52;28.5;4761;10
55;22.91;8348;8
5;19.07;2518;4
54;23.83;8465;7
37;26.26;3730;10
46;13.41;5031;4
11;19.09;4040;1
70;21.25;6060;6
88;11.49;6041;2
78;17.79;7360;5
52;13.83;3299;4
61;10.39;9246;1
92;21.55;8183;2
8;25.06;7192;8
75;22.8;2319;3
86;21.14;7349;8
6;11.85;5728;5
97;22.53;3136;4
38;21.58;3972;4
56;19.34;4331;0
94;25.55;5871;5
85;18.0;5365;8
4;27.22;2601;6
22;14.1;6750;4
79;29.38;6258;10
96;24.72;7843;8
71;23.0;6174;9
9;27.91;8377;2
75;13.9;7593;0
26;19.46;4458;7
4;26.96;4475;5
69;24.35;2971;6
23;11.9;1538;4
63;10.31;8570;6
8;20.7;4827;0
82;13.56;2721;6
9;24.29;1388;6
86;14.56;8461;7
90;22.02;4858;9
64;10.27;3839;2
95;11.08;3043;3
99;20.4;7206;7
71;17.86;5793;7
39;22.64;2821;10
21;20.91;6752;2
42;26.66;7443;0
94;20.03;7785;0
9;19.61;4864;3
24;28.6;5158;1
41;24.29;8564;5
69;23.23;9785;6
84;13.16;1943;3
28;16.27;5110;10
33;14.04;2806;6
18;22.88;9437;5
22;13.96;6052;7
54;14.53;6776;5
23;28.74;1759;6
61;19.28;7521;3
19;17.98;7100;7
99;30.16;7531;0
29;23.82;7783;0
99;18.5;3421;9
9;13.49;3969;3
29;17.94;8138;1
49;24.5;6833;3
37;19.65;4134;5
26;19.06;5238;2
48;11.91;7705;1
19;15.1;5194;6
6;19.93;6309;3
61;15.9;4055;5
85;27.8;9934;5
98;22.13;6631;7
25;26.89;9826;10
85;16.15;3680;5
45;19.91;9154;6
32;23.42;6442;6
59;25.65;4412;9
77;25.64;8184;5
84;29.1;5640;5
56;30.03;6927;5
22;16.3;5779;2
3;16.55;9808;8
53;28.34;9711;3
74;15.34;4764;8
72;27.15;1818;10
11;25.45;4482;10
59;22.23;3121;2
69;16.7;8799;9
53;30.25;2309;8
75;30.31;4006;2
94;12.2;6232;1
99;21.42;2738;9
27;21.74;7675;6
48;15.97;4389;2
91;26.62;3470;3
20;25.3;1258;5
53;25.51;9274;7
73;28.47;4849;5
36;16.57;1570;7
96;22.38;6026;6
62;30.6;7718;8
98;18.83;9971;8
12;26.6;9104;4
35;20.41;1121;9
71;20.0;8733;2
51;11.76;1535;4
6;21.08;4794;2
9;29.45;1380;9
97;17.14;1053;2
19;21.79;1485;5
31;27.55;7110;5
9;13.11;5138;5
7;13.75;1850;0
85;21.36;5581;1
29;19.69;6656;4
76;23.09;8892;1
75;20.52;3194;10
69;13.25;8192;6
80;12.27;8838;5
66;23.23;7367;10
66;20.02;4055;9
30;29.06;5759;4
92;21.7;2316;6
98;22.88;1495;9
32;21.49;6338;8
72;21.97;1419;9
97;28.61;1747;8
31;25.88;9803;5
39;17.83;6450;4
7;21.59;6283;10
31;15.99;7307;4
27;15.7;6713;5
95;23.48;4904;3
23;15.05;5877;9
21;30.36;2500;1
39;29.28;8250;7
15;14.57;2462;8
12;27.2;4247;5
46;24.52;3756;2
88;15.08;3662;10
94;12.86;5309;0
4;11.12;6219;3
21;17.35;4308;9
63;10.75;7449;4
8;30.01;7758;5
53;21.56;5318;5
39;14.11;5857;4
13;20.96;2302;4
17;29.58;2004;7
37;30.87;8856;5
46;12.87;7523;6
64;26.02;2455;9
15;22.45;1396;3
8;27.79;5669;7
74;23.42;1583;4
16;26.51;7940;6
70;11.92;9756;7
54;10.71;7022;5
0;25.28;7487;5
77;29.76;7261;7
3;30.18;4233;4
13;11.84;3170;6
71;22.22;4666;5
77;30.34;5974;2
77;24.59;8181;6
96;15.8;2084;3
46;14.88;2623;4
9;16.36;4676;9
9;24.18;6586;1
69;14.13;1828;0
15;27.89;9808;10
62;11.88;2903;10
98;30.05;5521;3
35;17.25;9109;9
28;13.06;4781;3
72;19.0;6447;3
78;18.02;6135;4
80;13.32;9473;5
98;17.16;4155;5
66;17.1;6570;6
76;22.08;5683;4
21;10.56;1675;3
23;15.68;6832;1
33;29.87;7641;4
15;15.12;3083;2
11;26.46;1696;3
77;11.16;8016;4
77;18.34;8669;1
2;17.56;4518;2
56;13.43;2934;4
19;28.66;6516;9
98;30.77;6265;5
72;24.14;6562;2
77;25.35;5041;10
70;18.62;9832;1
66;10.54;5492;4
14;11.6;6353;7
93;26.63;7930;9
14;13.91;5530;9
11;28.87;7147;5
52;16.68;7290;0
48;26.08;2439;4
62;26.39;2396;5
9;28.61;2932;4
14;21.81;6773;7
55;21.29;7156;8
41;29.46;1881;2
87;13.75;1057;8
43;16.23;6478;2
88;15.93;2901;2
47;16.24;3325;5
22;23.1;5734;8
13;11.86;4657;6
87;15.39;3372;4
21;17.78;2475;5
63;24.66;9089;9
74;24.39;1989;6
15;11.46;5452;0
92;28.8;5776;9
34;14.13;8993;4
3;30.34;7454;2
25;29.39;3668;6
39;19.48;1962;9
79;13.11;3282;9
95;15.26;3745;8
84;16.85;1323;9
23;22.85;3417;6
73;19.52;9910;1
48;18.81;2719;5
97;26.33;4776;6
41;14.14;8834;6
81;25.62;9496;6
90;19.16;6380;3
100;29.49;5389;1
41;12.81;8648;5
85;30.24;3789;2
6;24.1;3896;10
44;24.93;7633;10
65;18.48;1766;1
51;13.74;5542;1
3;22.57;9154;3
51;29.85;8854;3
57;22.54;1071;7
75;12.03;9291;9
73;16.9;8348;6
66;29.16;7197;5
90;21.71;5216;8
59;27.38;1554;3
99;20.35;2104;0
70;18.55;6195;5
60;23.26;4206;3
74;17.33;5930;5
54;30.54;2640;2
99;25.92;2510;0
9;10.16;5261;8
46;14.31;5617;1
45;10.1;8456;4
19;16.76;6345;2
1;23.88;2466;1
32;29.45;8831;1
53;11.13;6071;4
10;30.0;9008;5
35;18.18;2702;2
22;23.99;9644;3
15;12.96;3280;3
1;29.72;1137;2
9;19.48;4372;4
29;21.98;1725;3
100;29.79;8459;4
19;29.34;1089;6
22;16.27;5400;3
1;17.54;4498;6
27;15.48;5397;4
91;15.68;7986;8
27;29.06;9026;2
23;23.41;7203;1
88;17.29;9168;1
50;19.49;9923;2
19;14.42;4877;9
50;19.08;6372;5
96;21.82;9535;0
3;27.91;6834;2
79;12.53;1830;4
14;19.12;6215;10
47;28.82;4393;9
0;22.32;7520;4
46;23.8;9156;1
72;20.25;4414;3
15;27.22;1741;0
68;26.12;5335;4
55;24.01;6453;9
33;26.47;3825;6
41;10.08;3695;2
40;26.0;9036;7
93;23.58;5860;3
9;15.99;9599;3
69;17.68;4033;0
52;29.02;7292;7
26;13.29;4056;8
62;28.23;7205;2
79;30.59;3778;3
36;14.24;6345;2
46;17.12;8552;10
68;24.58;6863;2
58;16.88;4310;8
82;20.18;1349;4
83;10.61;7757;2
74;16.26;5894;5
70;18.26;9524;5
95;21.75;2847;5
40;30.3;6336;9
79;28.93;8472;9
63;12.41;5509;5
14;27.12;5928;2
97;22.66;4352;4
1;19.41;8293;3
84;24.2;3276;3
41;26.95;5532;5
32;10.17;5693;9
73;28.13;1649;3
22;13.18;5011;8
17;16.66;8418;3
13;17.83;6285;3
23;10.68;8418;5
54;30.82;6368;7
14;17.98;1296;6
5;22.82;2587;7
83;10.18;6455;1
37;28.14;3298;5
79;26.55;5612;1
57;21.7;6871;5
84;29.63;8903;6
87;17.08;7910;7
87;21.88;7501;9
91;15.55;1797;3
78;14.1;9908;2
11;29.2;5865;9
46;29.27;1395;1
80;28.83;9759;8
40;16.03;1247;5
19;29.14;3816;7
17;13.11;7791;2
24;25.18;2524;0
12;29.18;1364;5
1;24.43;9370;5
81;11.15;6686;3
17;24.76;6656;5
16;26.81;2318;6
76;25.1;2092;8
21;16.22;7157;8
15;13.74;4225;7
7;25.5;1141;2
2;10.52;8045;6
51;14.74;5623;7
80;13.23;2298;6
5;17.17;3103;10
71;19.13;3362;9
67;24.87;8246;4
51;24.33;5717;4
56;10.74;1394;5
53;14.42;2354;1
34;18.37;5004;9
67;27.71;5666;5
80;26.02;9708;7
28;20.74;1656;7
2;10.04;7926;9
25;27.23;6515;3
48;29.22;8243;4
70;14.36;9900;1
57;10.02;4974;6
0;22.15;5458;2
39;30.66;5611;0
19;21.4;5437;5
98;17.5;5102;6
84;23.32;1430;7
30;19.17;5150;2
2;12.98;6579;3
55;24.41;7963;2
95;19.0;1809;5
69;16.64;6161;2
42;28.28;6888;1
25;18.51;1778;7
6;26.67;4411;4
78;11.26;8540;8
16;10.79;4992;5
57;17.38;2874;2
43;10.44;4258;2
38;10.96;7331;2
7;19.4;7441;4
48;17.86;6369;9
100;10.45;2644;5
6;17.43;8683;5
99;26.86;9098;1
94;18.44;5527;0
26;11.9;4972;3
13;15.47;8718;6
63;29.9;9560;10
50;20.01;3267;10
31;26.04;2893;8
93;29.86;2815;0
95;19.8;7123;7
39;15.64;2338;8
57;15.8;8213;7
97;29.53;2793;8
38;12.62;1773;7
81;21.63;5650;7
74;12.42;8097;5
36;25.32;3516;4
60;23.88;2719;3
63;13.68;4266;3
40;13.6;8056;1
3;14.94;2401;7
12;18.89;8956;4
29;30.29;2553;5
87;30.79;5213;1
33;16.65;4338;9
45;17.53;3369;4
19;13.25;3998;5
64;22.97;4364;4
40;13.05;7519;5
8;27.67;9863;8
19;25.44;7175;5
13;21.48;9312;1
84;25.6;1678;4
1;28.03;2043;5
60;16.62;7385;5
8;15.4;3002;5
28;15.24;1246;2
14;10.77;9910;1
36;29.63;8443;2
8;28.03;1923;8
17;18.81;9905;7
15;10.41;6109;1
65;17.5;4136;4
88;16.85;9310;5
46;27.52;2064;8
28;24.51;8204;4
70;17.01;5831;0
85;27.6;6626;0
50;17.16;6736;3
62;25.69;5487;3
5;17.14;3752;6
14;24.84;5825;6
92;14.48;1332;10
26;12.46;2830;0
93;16.01;1415;3
100;18.62;4903;5
64;21.24;6861;2
93;25.29;6059;3
25;24.67;1717;4
83;14.67;4242;6
80;16.43;2041;10
57;12.56;7380;7
54;28.36;3195;0
43;29.63;7225;8
5;26.19;2822;5
36;18.75;2323;10
59;20.69;1935;8
89;13.9;9646;1
52;19.84;5814;2
64;12.43;6735;6
2;16.26;3651;0
71;28.43;9401;9
22;20.69;7135;5
33;15.63;6301;4
58;10.15;5418;4
62;14.15;4969;9
22;21.95;2156;9
27;19.9;5101;5
34;20.91;5563;8
55;25.44;5172;3
12;12.3;6669;7
96;14.75;6701;0
59;17.41;1227;9
33;14.09;9722;4
41;16.73;4956;4
32;12.86;4285;7
69;13.19;5071;0
57;14.37;1056;7
3;15.95;9272;3
86;19.61;2316;8
60;23.63;4658;5
21;25.66;5953;4
89;28.03;1237;1
71;20.35;2234;8
41;22.66;3986;4
31;23.07;6441;0
58;26.73;2642;3
24;17.08;1688;8
42;14.32;7682;3
48;22.65;1477;2
95;21.96;1158;1
52;19.82;2810;8
31;19.78;6359;2
51;22.67;7932;8
2;18.96;5461;9
23;24.35;7013;9
93;11.25;3632;4
74;20.38;5339;3
71;13.61;9265;1
54;28.73;9831;3
5;13.37;8292;8
56;30.93;8945;2
80;13.45;3765;0
42;15.11;9295;7
76;25.47;5144;9
64;13.73;5536;2
85;10.88;6991;3
89;12.37;5343;6
91;27.33;8001;7
33;10.93;8552;1
31;24.03;6571;9
71;19.02;3761;0
11;15.75;1342;4
75;25.41;2986;9
51;26.74;9407;2
100;27.93;2163;1
79;19.66;9129;7
12;26.89;9572;7
96;30.35;4756;6
35;16.35;7509;1
86;20.09;7280;1
69;12.47;2750;5
44;12.54;7225;3
80;16.78;8651;7
40;16.61;8310;0
95;27.35;1924;9
45;18.92;4178;8
31;27.0;7422;7
92;19.64;7627;5
50;30.01;7500;9
42;27.76;1046;5
17;22.09;4751;9
74;21.22;2985;5
7;11.5;2212;9
31;29.39;7057;6
82;15.61;9323;6
84;17.74;1609;9
31;22.23;4236;0
94;15.85;1864;8
64;12.62;1267;0
86;11.01;1462;0
71;11.86;5578;5
70;17.08;4597;5
17;12.05;8382;5
64;19.32;5194;9
21;17.68;7261;8
8;26.43;6813;8
30;26.79;2398;2
80;24.95;8230;8
8;19.11;2790;3
45;14.76;7865;2
84;27.13;6772;8
94;15.48;1534;1
37;14.72;4399;4
72;22.71;4174;7
7;27.99;6519;3
85;24.7;2523;10
65;17.27;8592;8
32;26.72;8916;6
76;15.47;6578;10
31;15.3;1650;0
41;19.34;4461;1
94;30.12;7618;2
6;17.17;9215;8
98;13.08;9136;9
63;24.03;2296;8
61;12.02;7166;3
91;11.78;4957;3
84;20.01;8374;9
9;25.13;5971;1
65;17.24;2715;7
33;24.62;8563;8
65;10.8;9484;5
78;10.43;5627;3
86;20.04;2023;5
17;20.24;9537;1
5;23.29;9534;6
13;19.53;4129;6
56;12.94;3680;4
82;23.08;3661;4
69;17.39;7919;1
34;14.7;9818;2
96;16.27;5761;2
33;14.21;2082;2
92;16.86;9396;6
41;16.33;9037;3
31;18.84;4375;6
52;14.03;4415;4
59;19.51;1290;9
38;30.4;3956;6
40;28.34;4642;1
46;25.18;3397;9
32;22.38;8348;2
28;30.48;3165;2
88;10.9;3561;2
95;14.28;7568;3
96;25.33;4761;7
23;25.82;5573;2
85;24.31;3301;5
45;26.96;5485;6
54;23.5;2844;9
24;16.0;9071;10
30;30.4;5397;8
85;26.74;1981;9
28;20.31;7872;8
27;10.58;3496;0
89;27.19;8361;3
84;14.11;4950;5
21;29.23;5586;1
84;19.34;6372;7
50;28.07;4194;5
10;16.54;3171;5
82;12.16;4850;10
97;23.54;1938;3
11;24.77;5318;10
94;22.66;2664;7
33;16.54;4970;3
75;22.8;3962;1
53;28.48;7413;3
95;18.34;9087;7
94;18.05;9178;3
9;20.9;3841;7
38;10.6;9663;5
4;30.02;5664;4
70;25.18;7768;6
20;24.32;6484;7
95;26.74;6917;10
45;17.86;3146;9
49;15.13;7403;2
23;21.6;5478;8
36;30.32;3257;7
12;28.18;4315;3
46;26.83;3070;2
61;17.49;1048;5
50;16.39;6473;6
14;27.73;4514;9
63;22.18;5204;1
58;26.95;2290;7
33;23.16;7959;1
54;18.19;5717;4
98;30.41;9470;2
43;18.81;9201;7
100;22.58;6503;7
2;21.56;3636;10
71;18.66;3703;8
91;29.48;5985;1
22;25.75;8502;9
21;30.79;6359;2
94;24.68;7508;8
33;16.16;6148;8
55;14.43;9081;7
73;20.23;8024;6
58;15.85;5027;6
86;27.13;9880;1
89;24.18;3619;4
85;26.39;3030;5
69;10.13;9356;0
54;27.59;4219;1
91;11.77;7190;6
97;15.48;9283;2
0;28.43;2127;3
43;21.56;1500;3
67;21.21;5415;5
61;10.27;5974;7
87;15.0;4755;2
52;18.3;3592;8
18;28.98;3219;4
26;24.73;6397;6
44;30.1;6835;7
74;21.83;4418;9
16;24.89;5001;3
83;26.99;9297;3
24;11.7;8207;4
79;11.93;8260;2
72;24.19;2716;7
83;25.12;4260;8
97;19.6;8180;2
4;11.27;5352;8
28;21.3;3363;6
18;13.13;8627;3
77;27.4;9412;4
15;18.03;8253;10
32;21.69;1386;9
84;18.87;5458;5
57;28.97;4955;9
96;24.59;9510;9
51;15.57;8488;9
94;12.18;3017;4
4;28.83;6956;2
96;27.81;9105;7
57;29.57;1346;5
82;19.82;4302;9
56;10.95;4524;5
4;20.29;8184;7
50;15.24;7746;8
56;16.75;8105;0
80;22.43;8250;1
86;15.2;9577;1
59;25.65;2623;3
37;24.22;1110;9
34;25.74;5891;6
47;10.24;2595;3
81;18.7;5511;0
52;26.04;8522;10
85;12.68;4717;4
61;27.02;8623;7
91;11.62;5906;4
11;28.86;9738;5
36;12.98;3010;9
13;26.62;2987;2
96;30.06;9037;9
37;24.5;2547;4
10;28.69;3233;1
22;26.58;5614;9
62;30.49;8547;3
86;12.34;4365;4
36;30.99;8350;6
78;10.03;2974;0
75;16.13;7586;6
9;28.79;4014;7
99;30.05;5814;10
39;15.34;2805;10
83;21.2;2813;10
11;26.68;3522;7
86;18.18;6709;9
64;17.83;1130;9
74;15.73;7805;6
59;13.94;1471;1
2;27.96;9555;4
4;13.0;1053;1
29;14.6;3383;3
70;21.07;3375;4
83;21.83;1275;8
13;17.84;6841;3
11;23.23;8346;4
61;12.85;9589;8
67;22.54;8818;9
31;21.7;6793;10
34;19.51;5106;3
77;28.0;3261;4
75;12.06;7944;7
86;23.16;3393;10
64;24.31;3750;8
75;10.94;5814;5
45;29.43;8670;7
61;16.53;5250;8
4;19.24;5995;6
95;18.56;6464;3
76;16.02;6877;5
89;22.32;3319;2
5;16.04;8566;3
79;14.1;4277;6
27;27.69;4573;9
4;25.31;7913;5
63;15.19;5480;6
82;14.99;5252;5
20;26.4;4321;3
26;19.67;6995;2
49;11.13;2734;0
28;16.88;5952;5
6;17.81;9322;9
2;24.59;3256;8
15;12.75;4913;1
60;19.52;4158;8
30;20.14;6665;1
74;18.01;8484;4
37;26.46;5202;3
35;17.94;5064;4
59;22.14;1231;4
15;29.88;8705;4
38;12.5;1313;4
9;11.42;9510;1
15;24.37;5759;6
82;27.45;3629;1
39;13.9;5812;4
76;19.75;6743;5
60;27.45;9575;8
40;23.17;7858;5
99;27.62;1371;7
88;12.32;3217;2
97;19.71;2476;7
1;16.55;9400;3
81;27.34;7417;5
28;12.5;1932;9
15;16.8;4278;1
43;11.69;6955;8
99;22.5;1700;7
77;30.8;8798;2
55;16.68;5523;0
31;15.72;4490;9
3;16.94;7263;7
20;26.35;7547;4
19;27.6;3849;7
25;28.91;3600;3
35;24.73;7334;2
50;12.18;6667;2
99;11.43;5510;3
96;15.8;7154;7
32;27.71;7613;9
18;20.81;9882;2
47;25.99;5572;5
14;14.81;2726;10
94;11.18;7483;7
68;24.59;4662;1
68;30.74;5256;5
52;19.01;2309;5
94;25.27;1622;1
32;10.45;9267;8
58;17.45;7946;6
70;16.34;7819;8
68;30.47;7530;1
99;30.31;2830;6
54;14.24;7359;7
3;11.0;5878;8
36;20.89;6465;8
48;27.88;3972;3
36;15.6;8370;8
32;15.24;5387;4
99;15.61;9285;0
61;19.29;5457;9
45;16.84;4005;2
61;22.31;5383;5
81;12.79;8710;8
85;28.9;3372;9
45;16.37;3085;9
76;12.97;5678;1
40;21.9;2483;9
93;22.04;8354;1
3;17.52;5037;7
15;26.94;1790;7
13;16.66;1948;9
77;12.96;7345;7
18;19.26;7360;9
7;16.04;4650;0
51;29.11;3537;9
51;22.64;6385;2
61;27.27;5260;7
35;14.26;8605;5
74;17.44;8665;5
81;22.84;5936;6
67;12.03;5932;1
66;26.46;2193;2
15;21.89;6539;3
25;24.05;3249;10
41;13.29;8014;3
99;24.11;8218;2
95;10.4;5372;7
6;23.62;8260;7
15;23.47;4693;2
79;16.53;4596;9
76;12.42;8511;9
85;13.75;5519;7
10;17.5;5979;3
40;19.24;9497;7
51;26.37;2977;5
75;17.82;1662;6
61;13.56;3630;2
9;13.82;2267;9
10;26.32;9906;5
51;18.46;9914;3
43;28.26;9245;0
28;14.86;8635;2
42;15.3;3412;2
3;18.91;3124;2
60;20.77;8012;2
52;23.42;3706;6
14;30.82;8355;2
86;17.28;1841;1
30;25.33;3621;5
63;24.58;6241;3
91;29.05;3513;2
8;29.96;4920;10
39;20.7;5831;0
48;18.49;8720;9
23;15.17;3676;2
19;27.98;1169;7
92;30.09;1203;8
7;11.53;8690;10
79;10.43;1139;7
39;27.58;3524;9
27;20.91;1488;7
18;19.97;1897;9
51;13.32;5117;3
84;30.58;2267;6
32;14.04;3181;6
33;12.71;4711;2
96;28.47;3555;4
35;14.13;3771;10
20;14.0;6730;1
30;13.58;2323;7
59;26.76;4862;9
96;22.15;6285;9
8;22.5;9909;4
0;16.65;7238;4
22;14.98;2051;6
7;12.16;7258;2
60;19.99;6845;9
86;19.13;7550;1
44;15.79;7782;6
40;13.87;1685;8
28;30.57;6214;3
56;14.28;7501;6
26;10.3;2825;1
47;22.08;3005;4
53;28.9;1092;0
35;17.95;2823;9
59;21.83;9430;2
96;12.38;1022;0
75;14.41;2963;7
62;13.07;3372;5
3;15.37;6104;9
57;27.15;5363;5
98;11.6;9396;3
12;11.73;8541;9
51;22.15;3300;7
78;27.34;7979;2
57;27.64;8873;10
42;14.37;2959;0
20;16.99;5521;9
8;24.62;4169;10
50;19.94;9284;9
1;23.43;3982;8
29;20.74;8324;8
9;21.22;4649;4
73;10.14;4577;9
63;17.11;3454;9
2;18.4;7744;8
21;20.19;7153;8
6;19.04;1073;6
24;19.62;6271;6
58;18.49;8622;2
